"于诗群',",文登市水产技术推广站,山东省,海洋管理,山东省威海市文山路50号
"于文功',",中国海洋大学,山东省,海洋药物,山东省青岛市松岭路238号
"于希军',",山东省潍坊市盐业公司,山东省,海洋化工,山东省潍坊市奎文区东风东街201号
"于新生',",中国海洋大学,山东省,海洋监测技术与信息处理,山东省青岛市松岭路238号
"于勇军',",乳山市水生动物疫病防疫站,山东省,海洋管理,山东省乳山市府前路6号
"于志刚',",中国海洋大学,山东省,海洋生物地球化学,山东省青岛市松岭路238号
"俞志明',",中国科学院海洋研究所,山东省,物理海洋，海洋水文,山东省青岛市南海路7号
"原永党',",威海市环翠区海洋与渔业研究所,山东省,水产养殖,山东省威海市环翠区渔港路68号-2
"袁丁',",自然资源部北海局,山东省,海洋预报监测,山东省青岛崂山区云岭路27号
"袁东亮',",中国科学院海洋研究所,山东省,物理海洋，海洋水文,山东省青岛市南海路7号
"袁业立',",自然资源部第一海洋研究所,山东省,海浪数值建模,山东省青岛市崂山区仙霞岭路6号
"袁玉宝',",山东省外经项目管理办公室,山东省,信息工程,山东省济南市市中区舜耕路48号
"臧家业',",自然资源部第一海洋研究所,山东省,潮汐潮流和海洋环流研究 海洋环境数值模拟,山东省青岛市崂山区仙霞岭路6号
"曾志刚',",中国科学院海洋研究所,山东省,海底构造与海洋地球物理,山东省青岛市南海路7号
"翟世奎',",中国海洋大学,山东省,海洋地球化学,山东省青岛市松岭路238号
"詹冬梅',",山东省海洋生物研究院,山东省,海洋生态学,山东省青岛市崂山区游云路7号
"战文斌',",中国海洋大学,山东省,水产养殖动物病害,山东省青岛市松岭路238号
"张爱君',",自然资源部北海局,山东省,海洋生态,山东省青岛崂山区云岭路27号
"张宝信',",中诚国际海洋工程勘察设计有限公司,山东省,港口与航道,山东省青岛市崂山区海尔路176号
"张崇禧',",山东大学,山东省,药用动植物功能食品开发利用,山东省济南市山大南路27号
"张德超',",中国科学院海洋研究所,山东省,海洋生物活性物质,山东省青岛市南海路7号
"张盾',",中国科学院海洋研究所,山东省,海底构造与海洋地球物理,山东省青岛市南海路7号
"张芳',",中国科学院海洋研究所,山东省,海洋生态学,山东省青岛市南海路7号
"张贵芬',",潍坊市海洋与渔业局,山东省,水产养殖,山东省威海市奎文区东风东街6396号
"张国范',",中国科学院海洋研究所,山东省,海洋生物,山东省青岛市南海路7号
"张恒广',",自然资源部北海局,山东省,海洋管理,山东省青岛崂山区云岭路27号
"张洪亮',",自然资源部北海局,山东省,海洋生物,山东省青岛崂山区云岭路27号
"张继泉',",中国科学院海洋研究所,山东省,海洋生物学,山东省青岛市南海路7号
"张家祥',",潍坊市海洋与渔业局,山东省,水产养殖,山东省威海市奎文区东风东街6396号
"张杰',",自然资源部第一海洋研究所,山东省,潮汐潮流和海洋环流研究 海洋环境数值模拟,山东省青岛市崂山区仙霞岭路6号
"张莉',",山东大学,山东省,新剂型新制剂,山东省济南市山大南路27号
"张利民',",山东省海洋资源与环境研究院,山东省,水生动物营养与饲料,山东省烟台市经济开发区长江路216号
"张秋丰',",自然资源部北海局,山东省,海洋环境监测与评价,山东省青岛崂山区云岭路27号
"张全启',",中国海洋大学,山东省,水产养殖动物病害,山东省青岛市松岭路238号
"张润福',",山东省水产设计院,山东省,港口与航道,山东省济南市解放路162号
"张士璀',",中国海洋大学,山东省,免疫与进化,山东省青岛市松岭路238号
"张士华',",东营市海洋与水产研究所,山东省,水产养殖,山东省东营市河口区黄河路164号
"张苏平',",中国海洋大学,山东省,免疫与进化,山东省青岛市松岭路238号
"张涛',",山东省科学院海洋仪器仪表研究所,山东省,海洋物理,山东省青岛浙江路28号
"张亭禄',",中国海洋大学,山东省,海洋光学,山东省青岛市松岭路238号
"张维冈',",中国海洋大学,山东省,海洋地球物理,山东省青岛市松岭路238号
"张文强',",山东水产外经总公司,山东省,水产养殖,山东省济南市解放路162号
"张武昌',",中国科学院海洋研究所,山东省,海洋浮游动物生态学,山东省青岛市南海路7号
"张锡佳',",山东省海洋资源与环境研究院,山东省,水产养殖,山东省烟台市经济开发区长江路216号
"张喜验',",山东省科学院海洋仪器仪表研究所,山东省,海洋监测设备研制,山东省青岛浙江路28号
"张翔',",海军水文气象中心,山东省,水文气象,暂无
"张晓华',",中国海洋大学,山东省,海洋地球物理,山东省青岛市松岭路238号
"张晓彦',",潍坊市海洋与渔业局,山东省,水产养殖,山东省威海市奎文区东风东街6396号
"张榭令',",蓬莱市水产研究所,山东省,水产养殖,山东省蓬莱市金水街1号
"张新军',",荣成市渔业技术推广站,山东省,水产养殖,山东省荣成市观海东路140号
"张秀梅',",中国海洋大学,山东省,鱼类行为生理生态学,山东省青岛市松岭路238号
"张秀珍',",山东省海洋资源与环境研究院,山东省,水生动物营养与饲料,山东省烟台市经济开发区长江路216号
"张学成',",中国海洋大学,山东省,海洋生物遗传学,山东省青岛市松岭路238号
"张训华',",青岛海洋地质研究所,山东省,海洋地球物理,山东省青岛市福州南路62号
"张友篪',",自然资源部北海局,山东省,海洋化学,山东省青岛崂山区云岭路27号
"张玉忠',",山东大学,山东省,应用微生物学,山东省济南市山大南路27号
"张志明',",中国海洋大学,山东省,导电聚合物,山东省青岛市松岭路238号
"赵朝方',",中国海洋大学,山东省,导电聚合物,山东省青岛市松岭路238号
"赵栋梁',",中国海洋大学,山东省,导电聚合物,山东省青岛市松岭路238号
"赵广涛',",中国海洋大学,山东省,海底构造与海洋地球物理,山东省青岛市松岭路238号
"赵厚钧',",山东省渔业技术推广站,山东省,水生生物增养殖技术,山东省济南市解放路162号
"赵进平',",中国海洋大学,山东省,极地物理海洋学,山东省青岛市松岭路238号
"赵亮',",中国海洋大学,山东省,浅海动力学,山东省青岛市松岭路238号
"赵美训',",中国海洋大学,山东省,海洋有机地球化学,山东省青岛市松岭路238号
"赵铁虎',",青岛海洋地质研究所,山东省,海洋地球物理,山东省青岛市福州南路62号
"赵卫红',",中国科学院海洋研究所,山东省,海洋化学,山东省青岛市南海路7号
"赵峡',",中国海洋大学,山东省,海洋有机地球化学,山东省青岛市松岭路238号
"赵现振',",潍坊市海洋与渔业局,山东省,海洋捕捞,山东省威海市奎文区东风东街6396号
"赵新宇',",中诚国际海洋工程勘察设计有限公司,山东省,港口与航道,山东省青岛市崂山区海尔路176号
"赵永贞',",山东省水产设计院,山东省,给排水,山东省济南市解放路162号
"郑冰',",中国海洋大学,山东省,水下视觉技术,山东省青岛市松岭路238号
"郑立',",自然资源部第一海洋研究所,山东省,应用海洋微生物,山东省青岛市崂山区仙霞岭路6号
"郑荣儿',",中国海洋大学,山东省,激光光谱技术及其应用,山东省青岛市松岭路238号
"郑西来',",中国海洋大学,山东省,水文地质,山东省青岛市松岭路238号
"郑彦鹏',",自然资源部第一海洋研究所,山东省,海底构造与海洋地球物理,山东省青岛市崂山区仙霞岭路6号
"郑永允',",山东省海洋生物研究院,山东省,水产健康养殖技术,山东省青岛市崂山区游云路7号
"郑玉珍',",山东省淡水渔业研究院,山东省,水产良种引进,山东省济南市历下区解放路162号
"郑玉柱',",山东渔业船舶检验局,山东省,海洋管理,NULL
"周斌',",山东省科学院海洋仪器仪表研究所,山东省,海洋遥感遥测,山东省青岛浙江路28号
"周建峰',",中国海洋大学,山东省,发育生物学研究,山东省青岛市松岭路238号
"周兴华',",自然资源部第一海洋研究所,山东省,海洋勘测,山东省青岛市崂山区仙霞岭路6号
"周忠海',",山东省科学院海洋仪器仪表研究所,山东省,海洋资源探测,山东省青岛浙江路28号
"周忠良',",山东省海洋资源与环境研究院,山东省,渔业工程及船舶设计,山东省烟台市经济开发区长江路216号
"朱光辉',",烟台市水产研究所,山东省,港口与航道,山东省烟台市莱山区银海路26号
"朱虎',",中国石油大学（华东）,山东省,海洋生物活性物质,山东省青岛市黄岛区长江西路66号
"朱丽岩',",中国海洋大学,山东省,海洋浮游生物学,山东省青岛市松岭路238号
"朱茂旭',",中国海洋大学,山东省,海洋化学,山东省青岛市松岭路238号
"朱明远',",自然资源部第一海洋研究所,山东省,海洋生态,山东省青岛市崂山区仙霞岭路6号
"朱启忠',",山东大学,山东省,海洋生物大分子提取,山东省济南市山大南路27号
"朱伟明',",中国海洋大学,山东省,海洋化学,山东省青岛市松岭路238号
"朱校斌',",中国科学院海洋研究所,山东省,海洋化学,山东省青岛市南海路7号
"朱永安',",山东省淡水渔业研究院,山东省,水产养殖,山东省济南市历下区解放路162号
"牛狄涛',",西安建筑科技大学,陕西省,混凝土耐久性,暂无
"安学勤',",华东理工大学,上海市,海洋化学,上海市梅陇路130号
"卜建平',",自然资源部东海局,上海市,海洋化学,上海市浦东新区东塘路630号
"蔡燕红',",自然资源部东海局,上海市,海洋环境监测与评价,上海市浦东新区东塘路630号
"蔡友琼',",中国水产科学研究院东海水产研究所,上海市,渔业生态与环境保护研究,上海市杨浦区军工路300号
"曹宇峰',",自然资源部东海局,上海市,海洋环境污染监测与评价,上海市浦东新区东塘路630号
"晁敏',",中国水产科学研究院东海水产研究所,上海市,海洋渔业经济,上海市杨浦区军工路300号
"陈波',",中国极地研究中心,上海市,海洋生物学,上海浦东金桥路451号
"陈东',",自然资源部东海局,上海市,海洋环境评价,上海市浦东新区东塘路630号
"陈海芳',",自然资源部东海局,上海市,海域使用论证,上海市浦东新区东塘路630号
"陈雷',",自然资源部东海局,上海市,海洋环境污染监测与评价,上海市浦东新区东塘路630号
"陈玲',",同济大学,上海市,极地遥感,上海市四平路1239号
"陈美榕',",自然资源部东海局,上海市,海洋环境预警报,上海市浦东新区东塘路630号
"陈琪',",中国水产科学研究院东海水产研究所,上海市,科技成果产业化,上海市杨浦区军工路300号
"陈晓蕾',",中国水产科学研究院东海水产研究所,上海市,海洋渔业经济,上海市杨浦区军工路300号
"陈新军',",上海海洋大学,上海市,渔业资源与渔场学,上海市浦东新区沪城环路999号
"陈雪忠',",中国水产科学研究院东海水产研究所,上海市,海洋渔业,上海市杨浦区军工路300号
"成凤睽',",自然资源部东海局,上海市,海洋观测预报,上海市浦东新区东塘路630号
